id,price_doc
30476,0.417669127525647
30477,0.10171849781351643
30478,0.10171849781351643
30479,0.417669127525647
30480,0.2179543625741831
30481,0.002003732862052525
30482,0.2179543625741831
30483,0.002003732862052525
30484,0.2179543625741831
30485,0.10171849781351643
30486,0.002003732862052525
30487,0.002003732862052525
30488,0.002003732862052525
30489,0.002003732862052525
30490,0.417669127525647
30491,0.41796124628086345
30492,0.002003732862052525
30493,0.41796124628086345
30494,0.10171849781351643
30495,0.417669127525647
30496,0.2179543625741831
30497,0.2179543625741831
30498,0.317669127525647
30499,0.317669127525647
30500,0.417669127525647
30501,0.417669127525647
30502,0.002003732862052525
30503,0.417669127525647
30504,0.417669127525647
30505,0.417669127525647
30506,0.002003732862052525
30507,0.10171849781351643
30508,0.2179543625741831
30509,0.2179543625741831
30510,0.2179543625741831
30511,0.417669127525647
30512,0.417669127525647
30513,0.2179543625741831
30514,0.002003732862052525
30515,0.2179543625741831
30516,0.002003732862052525
30517,0.417669127525647
30518,0.417669127525647
30519,0.417669127525647
30520,0.2179543625741831
30521,0.2179543625741831
30522,0.002003732862052525
30523,0.417669127525647
30524,0.417669127525647
30525,0.4014042777257343
30526,0.10171849781351643
30527,0.002003732862052525
30528,0.417669127525647
30529,0.417669127525647
30530,0.417669127525647
30531,0.5176416851546262
30532,0.002003732862052525
30533,0.417669127525647
30534,0.10171849781351643
30535,0.2179543625741831
30536,0.002003732862052525
30537,0.2179543625741831
30538,0.417669127525647
30539,1.0
30540,0.2179543625741831
30541,0.417669127525647
30542,0.002003732862052525
30543,0.417669127525647
30544,0.417669127525647
30545,0.417669127525647
30546,0.002003732862052525
30547,0.2179543625741831
30548,0.002003732862052525
30549,0.002003732862052525
30550,0.2179543625741831
30551,0.002003732862052525
30552,0.002003732862052525
30553,0.417669127525647
30554,0.2179543625741831
30555,0.2179543625741831
30556,0.417669127525647
30557,0.2179543625741831
30558,0.417669127525647
30559,0.317669127525647
30560,0.317669127525647
30561,0.417669127525647
30562,0.417669127525647
30563,1.0
30564,0.417669127525647
30565,0.002003732862052525
30566,0.002003732862052525
30567,0.002003732862052525
30568,0.417669127525647
30569,0.417669127525647
30570,0.417669127525647
30571,0.417669127525647
30572,0.10171849781351643
30573,0.2179543625741831
30574,0.417669127525647
30575,0.20171849781351633
30576,0.002003732862052525
30577,0.417669127525647
30578,0.002003732862052525
30579,0.417669127525647
30580,0.317669127525647
30581,0.2179543625741831
30582,0.417669127525647
30583,0.10171849781351643
30584,0.417669127525647
30585,0.002003732862052525
30586,0.2179543625741831
30587,0.002003732862052525
30588,0.41796124628086345
30589,0.317669127525647
30590,0.2179543625741831
30591,0.2179543625741831
30592,0.417669127525647
30593,0.2179543625741831
30594,1.0
30595,0.417669127525647
30596,0.10171849781351643
30597,0.2179543625741831
30598,0.2179543625741831
30599,0.417669127525647
30600,1.0
30601,0.417669127525647
30602,0.002003732862052525
30603,0.2179543625741831
30604,0.2179543625741831
30605,0.2179543625741831
30606,0.417669127525647
30607,0.417669127525647
30608,0.002003732862052525
30609,0.002003732862052525
30610,0.002003732862052525
30611,0.2179543625741831
30612,0.2179543625741831
30613,0.2179543625741831
30614,0.2179543625741831
30615,0.417669127525647
30616,0.2179543625741831
30617,0.2179543625741831
30618,0.317669127525647
30619,1.0
30620,0.002003732862052525
30621,0.41796124628086345
30622,0.417669127525647
30623,0.417669127525647
30624,0.002003732862052525
30625,0.002003732862052525
30626,0.2179543625741831
30627,0.417669127525647
30628,0.2179543625741831
30629,0.317669127525647
30630,1.0
30631,0.10171849781351643
30632,0.10171849781351643
30633,0.2179543625741831
30634,0.2179543625741831
30635,0.2179543625741831
30636,0.2179543625741831
30637,0.2179543625741831
30638,0.2179543625741831
30639,0.417669127525647
30640,0.002003732862052525
30641,0.2179543625741831
30642,0.317669127525647
30643,0.417669127525647
30644,0.2179543625741831
30645,0.2179543625741831
30646,0.417669127525647
30647,0.002003732862052525
30648,0.2179543625741831
30649,0.002003732862052525
30650,0.2179543625741831
30651,0.002003732862052525
30652,0.002003732862052525
30653,0.10200373286205255
30654,0.10171849781351643
30655,0.417669127525647
30656,0.002003732862052525
30657,0.317669127525647
30658,0.317669127525647
30659,0.10171849781351643
30660,0.20171849781351633
30661,0.2179543625741831
30662,0.417669127525647
30663,0.2179543625741831
30664,0.417669127525647
30665,0.002003732862052525
30666,0.002003732862052525
30667,0.002003732862052525
30668,0.2179543625741831
30669,0.2179543625741831
30670,0.002003732862052525
30671,0.317669127525647
30672,0.417669127525647
30673,0.417669127525647
30674,0.317669127525647
30675,0.002003732862052525
30676,0.417669127525647
30677,0.417669127525647
30678,0.5176416851546262
30679,0.317669127525647
30680,0.2179543625741831
30681,0.002003732862052525
30682,0.317669127525647
30683,0.2179543625741831
30684,0.417669127525647
30685,0.2179543625741831
30686,0.2179543625741831
30687,0.10171849781351643
30688,0.002003732862052525
30689,0.417669127525647
30690,0.2179543625741831
30691,0.417669127525647
30692,0.417669127525647
30693,0.417669127525647
30694,0.417669127525647
30695,0.317669127525647
30696,0.417669127525647
30697,0.417669127525647
30698,0.417669127525647
30699,0.417669127525647
30700,0.10171849781351643
30701,0.2179543625741831
30702,0.2179543625741831
30703,0.10171849781351643
